stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
1083,"PLAINFIELD / CLAYTON",,  42.118759, -72.614876,,,,,,
1084,"BLUNT PARK / STATE",,  42.119415, -72.548218,,,,,,
1086,"STONY HILL / SPRINGFIELD",,  42.120125, -72.454437,,,,,,
1088,"PRINCETON / VASSAR",,  42.119095, -72.569641,,,,,,
1089,"ELM / LARONE",,  42.118488, -72.627556,,,,,,
109,"Amherst Crossing (Out)",,  42.375698, -72.507401,,,,,,
1091,"PLAINFIELD / CLAYTON",,  42.118671, -72.614723,,,,,,
1092,"SAINT JAMES / PRINCETON",,  42.118977, -72.570793,,,,,,
1093,"Main/Portland",,  42.118587, -72.607811,,,,,,
1094,"CAMBRIDGE / BAY",,  42.118965, -72.563705,,,,,,
1095,"PRINCETON / YALE",,  42.118874, -72.567360,,,,,,
1096,"BAY / DAWES",,  42.118923, -72.564568,,,,,,
1097,"Main/Waverly",,  42.118484, -72.607605,,,,,,
1098,"PRINCETON / YALE",,  42.118820, -72.567757,,,,,,
1099,"SAINT JAMES / WELLESLEY",,  42.118748, -72.570969,,,,,,
11,"Cliffside",,  42.452225, -72.563591,,,,,,
110,"Amherst Town Hall",,  42.375603, -72.519341,,,,,,
1100,"PARKER / VINCENT",,  42.119263, -72.498550,,,,,,
11003,"HOLYOKE HIGH",,  42.200729, -72.623245,,,,,,
11008,"Dean Tech",,  42.177475, -72.631111,,,,,,
1101,"STATE / UNNAMED STREET",,  42.118675, -72.546951,,,,,,
11011,"Jarvis and Easthampton",,  42.219898, -72.639587,,,,,,
1102,"PRINCETON / BAY",,  42.119244, -72.564613,,,,,,
1103,"Carew/Algonquin(opposite)",,  42.118141, -72.594902,,,,,,
1104,"CHESTNUT / CHAPIN",,  42.117950, -72.603104,,,,,,
1105,"Carew/Algonquin",,  42.118011, -72.594772,,,,,,
1106,"BAY / CLIFFORD",,  42.118366, -72.564987,,,,,,
1107,"Putnam High School",,  42.118488, -72.547417,,,,,,
1108,"BAY / CLIFFORD",,  42.118298, -72.565079,,,,,,
1109,"CHESTNUT / CALHOUN",,  42.117947, -72.602913,,,,,,
111,"Heatherstone Road (Out)",,  42.375839, -72.481194,,,,,,
1110,"SANDERSON / SANDERSON",,  42.117794, -72.614563,,,,,,
11101,"Heatherstone Road (In)",,  42.376102, -72.481049,,,,,,
1111,"PRINCETON / BAY",,  42.118252, -72.565773,,,,,,
11111,"Silver/ Main (Flag stop - signal driver)",,  42.261559, -72.572136,,,,,,
11113,"Grandby / East (Flag stop - signal driver)",,  42.239834, -72.555153,,,,,,
11114,"Granby / East (Flag stop - signal driver)",,  42.239388, -72.556091,,,,,,
11115,"Cherry and Homestead",,  42.201092, -72.642357,,,,,,
11116,"Homestead and Cherry",,  42.201000, -72.642220,,,,,,
11117,"Main and Sargent(Holyoke Tripper)",,  42.198364, -72.610077,,,,,,
1112,"SANDERSON / WHITING",,  42.117683, -72.616287,,,,,,
11121,"Lower Westfield/Whiting Farms(Holyoke Tripper)",,  42.174358, -72.640381,,,,,,
11123,"High and Sargent (Holyoke Tripper)",,  42.200298, -72.614128,,,,,,
11124,"Main and Sargent(Holyoke Tripper)",,  42.197456, -72.609680,,,,,,
1113,"SANDERSON / WHITING",,  42.117554, -72.616203,,,,,,
11130,"Country Estates(Agawam)",,  42.048573, -72.634872,,,,,,
1114,"BAY / PRINCETON",,  42.117836, -72.565628,,,,,,
11140,"Stony Hill and Boston Rd(IB)",,  42.148785, -72.478386,,,,,,
1115,"Main/Medford",,  42.117603, -72.607384,,,,,,
1116,"OAK GROVE / ACORN",,  42.118031, -72.561714,,,,,,
1117,"SANDERSON / DIVISION",,  42.117405, -72.617737,,,,,,
1119,"ELM / SHEAFFER",,  42.116978, -72.627724,,,,,,
112,"Amherst Common (N)",,  42.374569, -72.519760,,,,,,
1120,"SANDERSON / DIVISION",,  42.117283, -72.617798,,,,,,
1121,"Mass Mutual",,  42.117859, -72.545601,,,,,,
1123,"CAMBRIDGE / BAY",,  42.117565, -72.562782,,,,,,
1124,"SAINT JAMES / WORTHINGTON",,  42.117207, -72.571266,,,,,,
1125,"WILBRAHAM / BELLWOOD",,  42.117702, -72.516884,,,,,,
1126,"STATE / UNNAMED STREET",,  42.117405, -72.548309,,,,,,
1127,"Main / Hooker St.",,  42.116840, -72.607056,,,,,,
1128,"Main / E. Hooker St.",,  42.116798, -72.606880,,,,,,
1129,"WILBRAHAM / PINEVIEW",,  42.117687, -72.514931,,,,,,
113,"Amherst Common (S)",,  42.374485, -72.519897,,,,,,
1130,"ELM / ELDRIDGE",,  42.116631, -72.627403,,,,,,
1131,"WILBRAHAM / GRANGER",,  42.117645, -72.512733,,,,,,
1132,"WILBRAHAM / DENWALL",,  42.117596, -72.514580,,,,,,
1133,"WILBRAHAM / CATALPA",,  42.117619, -72.510544,,,,,,
1134,"WILBRAHAM / JONQUIL",,  42.117546, -72.512367,,,,,,
1135,"Wilbraham and Fenway (Northside)",,  42.117577, -72.507828,,,,,,
1136,"WILBRAHAM / BIRCHLAND",,  42.117542, -72.510818,,,,,,
1137,"Carew/Cass",,  42.116768, -72.595131,,,,,,
1139,"LIBERTY / UNKNOWN",,  42.116756, -72.584747,,,,,,
114,"Amity Place (Out)",,  42.374020, -72.531555,,,,,,
1140,"Wilbraham and Jeffrey (south side)",,  42.117500, -72.508453,,,,,,
1141,"BAY / WELCOME",,  42.116936, -72.566376,,,,,,
1142,"WILBRAHAM / LUMAE",,  42.117523, -72.504356,,,,,,
1143,"CAREW / CASS",,  42.116650, -72.595306,,,,,,
1144,"CHESTNUT / BANCROFT",,  42.116543, -72.601295,,,,,,
1145,"WILBRAHAM / LUMAE",,  42.117416, -72.504433,,,,,,
1147,"Sci Tech High School",,  42.116867, -72.549118,,,,,,
1149,"LIBERTY / GENESEE",,  42.116592, -72.584892,,,,,,
115,"Amherst Glass (In)",,  42.376263, -72.501312,,,,,,
1151,"BAY / BOWLES",,  42.116333, -72.567032,,,,,,
1152,"SANDERSON / DIVISION",,  42.115971, -72.617783,,,,,,
1153,"MAIN / DELMONT",,  42.114647, -72.728745,,,,,,
1154,"MAIN / US HWY 20",,  42.114639, -72.729675,,,,,,
1156,"PARKER / RAMP",,  42.116936, -72.498962,,,,,,
1157,"MAIN / HUNTINGTON",,  42.115856, -72.606590,,,,,,
1158,"CLYDE / SANDERSON",,  42.115776, -72.617592,,,,,,
116,"Amherst College",,  42.372890, -72.518814,,,,,,
1160,"Springfield / Brooklawn(Flag stop - signal driver)",,  42.117035, -72.472298,,,,,,
1161,"Mercy Hospital",,  42.115891, -72.593918,,,,,,
1162,"WILBRAHAM / PARK",,  42.116627, -72.521072,,,,,,
1164,"OAK GROVE / BURR",,  42.116199, -72.560226,,,,,,
1165,"SAINT JAMES / CLARENDON",,  42.116081, -72.571709,,,,,,
1166,"SPRINGFIELD / WILBRAVIEW",,  42.116863, -72.474045,,,,,,
1167,"WILBRAHAM / PARK",,  42.116409, -72.521683,,,,,,
1168,"BAY / DARTMOUTH",,  42.116222, -72.567009,,,,,,
1174,"WILBRAHAM / SPRINGFIELD",,  42.116547, -72.476799,,,,,,
1175,"SAINT JAMES / CLARENDON",,  42.115658, -72.571686,,,,,,
1176,"STATE / BERLIN",,  42.115562, -72.551750,,,,,,
1177,"Duggan Middle School",,  42.116009, -72.525070,,,,,,
1178,"WILBRAHAM / KANE",,  42.116123, -72.500351,,,,,,
1179,"CLYDE / PLAINFIELD",,  42.115173, -72.612320,,,,,,
118,"Colonial Village (In)",,  42.370281, -72.499146,,,,,,
1180,"CAMBRIDGE / BURR",,  42.115639, -72.561516,,,,,,
1181,"CLYDE / PLAINFIELD",,  42.115112, -72.612671,,,,,,
1183,"Duggan Middle School",,  42.115837, -72.525177,,,,,,
1184,"WILBRAHAM / KANE",,  42.115913, -72.500252,,,,,,
1185,"CHESTNUT / HEBRON",,  42.115082, -72.599358,,,,,,
1186,"PARKER / WILBRAHAM",,  42.115826, -72.498665,,,,,,
1187,"MAIN / SHELDON",,  42.114925, -72.606239,,,,,,
1188,"WILBRAHAM / GLENOAK",,  42.116203, -72.478958,,,,,,
1189,"WILBRAHAM / GLENOAK",,  42.116135, -72.479012,,,,,,
119,"Colonial Village (Out)",,  42.370186, -72.499069,,,,,,
1191,"BAY / CLARENDON",,  42.115196, -72.568077,,,,,,
1192,"WILBRAHAM / PINE ACRE",,  42.115955, -72.480568,,,,,,
1193,"Clyde St. (#2)",,  42.114799, -72.615189,,,,,,
1194,"STATE / DEARBORN",,  42.115292, -72.552155,,,,,,
1195,"CLYDE / M",,  42.114624, -72.616425,,,,,,
1197,"CAREW / MASSASOIT",,  42.114819, -72.595810,,,,,,
1198,"WILBRAHAM / PINE ACRE",,  42.115807, -72.481094,,,,,,
1199,"MAIN / WESTFIELD STREET SHOPS DRIVE",,  42.113346, -72.724091,,,,,,
12,"Seven Eleven",,  42.451557, -72.562866,,,,,,
120,"Colonial Village / S East Street (In)",,  42.369362, -72.501648,,,,,,
1200,"MAIN / JEFFERSON",,  42.114517, -72.605919,,,,,,
1201,"STATE / CORTLAND",,  42.114937, -72.553696,,,,,,
1203,"Carew/Massasoit(opposite)",,  42.115162, -72.595604,,,,,,
1204,"WILBRAHAM / PEEKSKILL",,  42.115433, -72.484100,,,,,,
1205,"ELM / KINGS",,  42.113884, -72.625107,,,,,,
1206,"WILBRAHAM / BARRISON",,  42.114937, -72.528015,,,,,,
1207,"STATE / DRESDEN",,  42.114689, -72.553993,,,,,,
1208,"DWIGHT / OSGOOD",,  42.115166, -72.602791,,,,,,
1209,"ELM / WITCH",,  42.113949, -72.625328,,,,,,
121,"Colonial Village / S East Street (Out)",,  42.369293, -72.501717,,,,,,
1210,"WILBRAHAM / BARRISON",,  42.114861, -72.527969,,,,,,
1211,"BAY / BUCKINGHAM",,  42.114220, -72.568954,,,,,,
1212,"PLUMTREE / PURITAN",,  42.115021, -72.502174,,,,,,
1213,"BAY / BUCKINGHAM",,  42.114456, -72.568626,,,,,,
1214,"PLAINFIELD / ORCHARD",,  42.113892, -72.610825,,,,,,
1215,"MAIN / DRIVEWAY",,  42.112774, -72.720421,,,,,,
1216,"WILBRAHAM / DELMORE",,  42.114635, -72.529884,,,,,,
1217,"LINDEN TOWERS DRIVE / STAFFORD",,  42.114025, -72.593140,,,,,,
1219,"WILBRAHAM / ABERDALE",,  42.114964, -72.487350,,,,,,
1220,"PLAINFIELD / ORCHARD",,  42.113747, -72.610840,,,,,,
1221,"State/Maynard",,  42.114277, -72.555733,,,,,,
1222,"Carew/Chestnut",,  42.113903, -72.596519,,,,,,
1224,"WILBRAHAM / MARINE",,  42.114868, -72.487518,,,,,,
1225,"Carew/Chestnut",,  42.113861, -72.596405,,,,,,
1226,"WILBRAHAM / MARINE",,  42.114773, -72.488609,,,,,,
1227,"SAINT JAMES / THOMPSON",,  42.114014, -72.572266,,,,,,
1228,"WILBRAHAM / WALSH",,  42.114346, -72.531013,,,,,,
123,"Amherst Community Health Ctr (Out)",,  42.368740, -72.533485,,,,,,
1230,"WILBRAHAM / CABINET",,  42.114655, -72.489006,,,,,,
1232,"CHESTNUT / SHERRINGTON",,  42.113651, -72.597435,,,,,,
1233,"MAIN / BANCROFT",,  42.113541, -72.605446,,,,,,
1234,"WILBRAHAM / MONTICELLO",,  42.114212, -72.532814,,,,,,
1235,"DWIGHT / HEBRON",,  42.113567, -72.601318,,,,,,
1236,"WILBRAHAM / MONTICELLO",,  42.114120, -72.532867,,,,,,
1237,"WILBRAHAM / SENATOR",,  42.114452, -72.490807,,,,,,
1238,"STATE / HOMER",,  42.113926, -72.556419,,,,,,
1239,"Westfield Shops",,  42.112194, -72.723969,,,,,,
124,"Amherst Community Health Ctr (In)",,  42.368645, -72.533394,,,,,,
1240,"WILBRAHAM / TRUMAN",,  42.114216, -72.535828,,,,,,
1241,"SAINT JAMES / THOMPSON",,  42.113564, -72.572304,,,,,,
1242,"WILBRAHAM / TRUMAN",,  42.113972, -72.534515,,,,,,
1243,"BRADLEY / FREDETTE",,  42.113998, -72.523972,,,,,,
1244,"WILBRAHAM / MARCHIONESS",,  42.114269, -72.492088,,,,,,
1246,"WILBRAHAM / UNNAMED STREET",,  42.113777, -72.538467,,,,,,
1247,"WILBRAHAM / MARCHIONESS",,  42.114147, -72.492668,,,,,,
1248,"BRADLEY / FREDETTE",,  42.113827, -72.523819,,,,,,
1249,"WILBRAHAM / UNNAMED STREET",,  42.113682, -72.538391,,,,,,
125,"Big Y",,  42.367916, -72.534561,,,,,,
1252,"WILBRAHAM / OLD ACRE",,  42.113930, -72.493393,,,,,,
1253,"American International College",,  42.113338, -72.558754,,,,,,
1254,"SPRINGFIELD / MAIN",,  42.111671, -72.711815,,,,,,
1255,"WILBRAHAM / ALDEN",,  42.113194, -72.542747,,,,,,
1256,"SAINT JAMES / FLORIDA",,  42.113083, -72.572739,,,,,,
1257,"PLAINFIELD / LOWELL",,  42.112705, -72.610100,,,,,,
1258,"SPRINGFIELD / US HWY 20",,  42.111687, -72.711578,,,,,,
1259,"WILBRAHAM / NORFOLK",,  42.113117, -72.550323,,,,,,
1260,"PLAINFIELD / LOWELL",,  42.112556, -72.609909,,,,,,
1261,"WILBRAHAM / CARLISLE",,  42.113144, -72.549171,,,,,,
1262,"PLUMTREE / SHERWOOD",,  42.113544, -72.503304,,,,,,
1263,"American International College",,  42.113014, -72.559273,,,,,,
1264,"WILBRAHAM / NORFOLK",,  42.112988, -72.550674,,,,,,
1265,"WILBRAHAM / ALDEN",,  42.113056, -72.543068,,,,,,
1266,"BAY / WESTMINSTER",,  42.112782, -72.570267,,,,,,
1267,"MAIN / OSGOOD",,  42.112404, -72.604492,,,,,,
1268,"WORTHINGTON / FEDERAL",,  42.112690, -72.580132,,,,,,
1269,"BAY / WESTMINSTER",,  42.112934, -72.570030,,,,,,
127,"Stop and Shop",,  42.365696, -72.538383,,,,,,
1270,"Carew/Dwight (1)",,  42.112438, -72.598488,,,,,,
1271,"WILBRAHAM / SUFFOLK",,  42.112831, -72.552315,,,,,,
1272,"SAINT JAMES / FLORIDA",,  42.112595, -72.572914,,,,,,
1273,"MLK Community Center (Inbound)",,  42.112698, -72.560699,,,,,,
1274,"Carew/Dwight (3)",,  42.112305, -72.598495,,,,,,
1275,"WILBRAHAM / LAKESIDE",,  42.112816, -72.544632,,,,,,
1276,"WILBRAHAM / BENTON",,  42.112789, -72.546188,,,,,,
1277,"ELM / ROCHELLE",,  42.112087, -72.625023,,,,,,
1278,"WILBRAHAM / SUFFOLK",,  42.112720, -72.552551,,,,,,
1279,"STATE / ANDREW",,  42.112690, -72.560776,,,,,,
128,"Greenleaves Drive",,  42.365360, -72.535492,,,,,,
1280,"DWIGHT / GROSVENOR",,  42.112198, -72.599747,,,,,,
1281,"MLK Community Cener",,  42.112553, -72.560699,,,,,,
1282,"Carew/Dwight (2)",,  42.112148, -72.598892,,,,,,
1283,"WILBRAHAM / REED",,  42.112469, -72.554329,,,,,,
1284,"WILBRAHAM / ROCHELLE",,  42.112457, -72.555038,,,,,,
1285,"ELM / ROCHELLE",,  42.111706, -72.624916,,,,,,
1286,"MAIN / MORGAN",,  42.111549, -72.603271,,,,,,
1287,"CHESTNUT / STAFFORD",,  42.112053, -72.595757,,,,,,
1288,"WORTHINGTON / KIBBE",,  42.111923, -72.583076,,,,,,
1289,"FEDERAL / WORTHINGTON",,  42.112011, -72.580048,,,,,,
1290,"Carew/Dwight (2)",,  42.111267, -72.598625,,,,,,
1291,"Western New England Hospital",,  42.110798, -72.701324,,,,,,
1292,"WILBRAHAM / ALBEMARLE",,  42.112194, -72.556335,,,,,,
1293,"FEDERAL / PEARL",,  42.111908, -72.579865,,,,,,
1294,"BRADLEY / FREDETTE",,  42.112316, -72.522339,,,,,,
1295,"BRADLEY / VALLEY",,  42.112385, -72.522621,,,,,,
1296,"Main/Church",,  42.110855, -72.602394,,,,,,
1297,"AIC (Wilbraham Rd)",,  42.111977, -72.558449,,,,,,
1298,"MAIN / MORGAN",,  42.111496, -72.603355,,,,,,
1299,"State / Hayden",,  42.111866, -72.562950,,,,,,
13,"Bagdon Farm",,  42.446461, -72.554710,,,,,,
130,"Russell/Campus Plaza (Pride)",,  42.363682, -72.538857,,,,,,
1300,"American International College",,  42.111889, -72.558502,,,,,,
1301,"Carew/Dwight (1)",,  42.111443, -72.599663,,,,,,
1302,"MLK Community Center (Wilbraham Rd)",,  42.111729, -72.560204,,,,,,
1303,"SAINT JAMES / RIPLEY",,  42.111614, -72.573654,,,,,,
1304,"MAGAZINE / BOWDOIN",,  42.111572, -72.576096,,,,,,
1305,"PLUMTREE / HAZEN",,  42.112183, -72.504234,,,,,,
1306,"WORTHINGTON / SACKETT",,  42.112072, -72.582359,,,,,,
1307,"MAGAZINE / LINCOLN",,  42.111561, -72.576225,,,,,,
1308,"SAINT JAMES / RIPLEY",,  42.111431, -72.573647,,,,,,
1309,"Mason Square",,  42.111347, -72.564972,,,,,,
1310,"WILBRAHAM / RUTLAND",,  42.111465, -72.561310,,,,,,
1311,"WILBRAHAM / COLTON",,  42.111393, -72.562767,,,,,,
1312,"BAY / PLEASANT",,  42.111282, -72.571793,,,,,,
1313,"BRADLEY / KEDDY",,  42.111679, -72.521912,,,,,,
1315,"WILBRAHAM / COLTON",,  42.111210, -72.563232,,,,,,
1316,"Plainfield St. across from John",,  42.110680, -72.603455,,,,,,
1317,"WEST / RIVERSIDE",,  42.110573, -72.611305,,,,,,
1318,"Springfield Technical Community College (Pearl St)",,  42.110725, -72.581085,,,,,,
1319,"PLAINFIELD / JOHN",,  42.110565, -72.603508,,,,,,
132,"Memorial Drive (Out)",,  42.362564, -72.520828,,,,,,
1320,"WORTHINGTON / SACKETT",,  42.110668, -72.584618,,,,,,
1321,"WORTHINGTON / SACKETT",,  42.110546, -72.584930,,,,,,
1322,"WEST / US HWY 20",,  42.110355, -72.611267,,,,,,
1323,"Mason Square (Inbound)",,  42.110683, -72.567245,,,,,,
1324,"Springfield Tech Community College",,  42.110676, -72.580818,,,,,,
1325,"MAGAZINE / LINCOLN",,  42.110535, -72.574989,,,,,,
1326,"MAGAZINE / LINCOLN",,  42.110725, -72.575310,,,,,,
1327,"Mason Square",,  42.110474, -72.567101,,,,,,
1328,"STATE/THOMPSON",,  42.110229, -72.569801,,,,,,
1329,"ELM / FIELD",,  42.109825, -72.624825,,,,,,
133,"Memorial Drive (In)",,  42.362606, -72.520706,,,,,,
1330,"BAY / SAINT JAMES",,  42.110195, -72.573586,,,,,,
1331,"BAY / SAINT JAMES",,  42.110130, -72.573837,,,,,,
1332,"STATE/HANCOCK",,  42.110081, -72.569511,,,,,,
1333,"Salvation Army (Pearl St.)",,  42.109928, -72.582809,,,,,,
1334,"Main/Carew",,  42.109741, -72.600998,,,,,,
1335,"Main / St. George (1)",,  42.109776, -72.601440,,,,,,
1336,"ELM / ELMWOOD",,  42.109531, -72.624336,,,,,,
1338,"HANCOCK / STATE",,  42.109623, -72.568840,,,,,,
1339,"State/Stebbins",,  42.109722, -72.571655,,,,,,
134,"Rolling Green (Out)",,  42.362854, -72.488739,,,,,,
1340,"STATE / ORLEANS",,  42.109589, -72.573349,,,,,,
1341,"STATE / ORLEANS",,  42.109467, -72.573120,,,,,,
1342,"BRADLEY / SHIRLEY",,  42.109871, -72.521492,,,,,,
1343,"STATE / OAK",,  42.109138, -72.574883,,,,,,
1344,"Salvation Army (Pearl St.)",,  42.109844, -72.582672,,,,,,
1345,"SPRINGFIELD / MOUNTAIN",,  42.107758, -72.703484,,,,,,
1346,"WORTHINGTON / WORTHINGTON",,  42.108921, -72.586670,,,,,,
1348,"PEARL / BYERS",,  42.109436, -72.583885,,,,,,
1349,"BRADLEY / EMERALD",,  42.109352, -72.521278,,,,,,
135,"Rolling Green (In)",,  42.362221, -72.488029,,,,,,
1350,"STATE / STATE",,  42.108860, -72.575447,,,,,,
1351,"HANCOCK / MONROE",,  42.108932, -72.568825,,,,,,
1352,"Westfield Walmart",,  42.107304, -72.707726,,,,,,
1353,"WESTFIELD / US HWY 20",,  42.107456, -72.688698,,,,,,
1354,"WORTHINGTON / SPRING",,  42.108437, -72.587379,,,,,,
1355,"ELM / ELM",,  42.107998, -72.623749,,,,,,
1356,"WESTFIELD / TALCOTT",,  42.107346, -72.687744,,,,,,
1357,"WORTHINGTON / SPRING",,  42.108234, -72.587463,,,,,,
1358,"STATE / WALNUT",,  42.108356, -72.576042,,,,,,
1359,"WESTFORD / MIDDLESEX",,  42.108364, -72.552238,,,,,,
136,"Russell/Russell (Staples)",,  42.361214, -72.543785,,,,,,
1360,"Norfolk/ Westford Circle",,  42.108501, -72.549423,,,,,,
1361,"WESTFORD / MIDDLESEX",,  42.108284, -72.552490,,,,,,
1362,"WESTFIELD / WESTFIELD",,  42.107079, -72.682701,,,,,,
1363,"WESTFORD / ALBEMARLE",,  42.108086, -72.555351,,,,,,
1364,"PLUMTREE / EMBASSY",,  42.108528, -72.506676,,,,,,
1365,"WESTFORD / BRADDOCK",,  42.107971, -72.554657,,,,,,
1366,"WESTFORD / GUNN",,  42.107964, -72.558281,,,,,,
1367,"WESTFIELD / NELSON",,  42.107048, -72.648445,,,,,,
1368,"BRADLEY / CHEROKEE",,  42.108284, -72.521255,,,,,,
1369,"WESTFORD / MASSACHUSETTS",,  42.107925, -72.557053,,,,,,
